"market","ticker","name","cik","yahoo_symbol","xueqiu_symbol","cninfo_plate","rss_urls","notes"
"SZ","300769","德方纳米","","300769.SZ","SZ300769","sz","","C39计算机、通信和其他电子设备制造业"
"SZ","300770","新媒股份","","300770.SZ","SZ300770","sz","","I63电信、广播电视和卫星传输服务"
"SZ","300771","智莱科技","","300771.SZ","SZ300771","sz","","C35专用设备制造业"
"SZ","300773","拉卡拉","","300773.SZ","SZ300773","sz","","I65软件和信息技术服务业"
"SZ","300776","帝尔激光","","300776.SZ","SZ300776","sz","","C35专用设备制造业"
"SZ","300782","卓胜微","","300782.SZ","SZ300782","sz","","C39计算机、通信和其他电子设备制造业"
"SZ","300785","值得买","","300785.SZ","SZ300785","sz","","I64互联网和相关服务"
"SZ","300786","国林科技","","300786.SZ","SZ300786","sz","","C35专用设备制造业"
"SZ","300787","海能实业","","300787.SZ","SZ300787","sz","","C39计算机、通信和其他电子设备制造业"
"SZ","300789","唐源电气","","300789.SZ","SZ300789","sz","","I65软件和信息技术服务业"
"SZ","300790","宇瞳光学","","300790.SZ","SZ300790","sz","","C39计算机、通信和其他电子设备制造业"
